user_id,age,employment_type,monthly_income,credit_score,purchase_amount,product_category,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,location,transaction_date,debt_to_income_ratio,risk_score,customer_segment
6333,20,Student,5000.0,300,3076.26,Home,3,0,1,0,9.17,UK,2023-05-11,0.615252,240.0,Medium Risk
6334,27,Unemployed,5000.0,372,1922.89,Sports,12,0,0,1,7.36,Australia,2023-05-08,0.384578,191.2,High Risk
6335,46,Salaried,75995.45,618,5000.0,Fashion,12,9,1,0,9.14,Germany,2024-10-13,0.0657934126319404,130.8,Medium Risk
6336,26,Unemployed,6506.99,310,2202.68,Electronics,6,11,1,1,5.38,USA,2023-05-10,0.338509817903516,258.0,High Risk
6337,34,Self-Employed,42335.32,478,5000.0,Beauty,6,12,3,1,4.19,India,2023-04-16,0.1181046936694939,232.8,High Risk
6338,50,Self-Employed,56904.73,598,5000.0,Electronics,3,7,1,0,1.2,UK,2023-01-11,0.0878661580504819,134.8,Medium Risk
6339,22,Self-Employed,49797.71,583,5000.0,Sports,3,0,0,0,3.54,Germany,2023-02-01,0.1004062234990323,106.8,Medium Risk
6340,29,Unemployed,9721.44,319,2150.31,Electronics,6,15,1,0,8.63,USA,2023-01-08,0.2211925393768824,262.4,High Risk
6341,21,Unemployed,7028.37,300,1023.16,Home,6,11,2,0,3.64,USA,2024-07-20,0.1455757167024502,282.0,High Risk
6342,47,Self-Employed,21054.49,340,5000.0,Fashion,12,9,1,0,6.61,USA,2024-11-13,0.2374790365380495,242.0,High Risk
6343,19,Salaried,49932.76,553,5000.0,Electronics,12,19,1,0,5.95,USA,2024-11-30,0.1001346610922368,176.8,Medium Risk
6344,45,Student,11879.28,345,3821.12,Beauty,3,4,0,0,3.37,Australia,2023-05-29,0.321662592345664,210.0,High Risk
6345,41,Salaried,64841.95,510,5000.0,Sports,12,3,2,0,8.19,USA,2023-02-12,0.0771105742501575,182.0,High Risk
6346,27,Self-Employed,54171.7,546,5000.0,Electronics,3,10,1,0,8.73,India,2024-12-24,0.0922991155898744,161.60000000000002,High Risk
6347,55,Student,23847.46,398,5000.0,Sports,9,12,1,0,7.78,Germany,2023-04-30,0.2096659350723305,224.8,High Risk
6348,22,Unemployed,9250.08,349,3189.29,Sports,12,7,1,0,8.0,Canada,2023-05-14,0.3447851261826924,234.4,High Risk
6349,44,Unemployed,7060.95,300,3566.59,Home,9,16,1,0,4.81,Australia,2024-07-08,0.5051147508479737,272.0,High Risk
6350,54,Self-Employed,95865.66,775,5000.0,Home,3,1,0,0,6.1,Australia,2024-11-14,0.0521563195830498,32.0,Low Risk
6351,20,Student,9892.22,326,1360.75,Fashion,6,3,0,0,6.11,USA,2024-10-06,0.1375575957671786,215.6,High Risk
6352,49,Unemployed,9596.71,360,2449.2,Electronics,12,10,1,0,7.36,India,2024-11-04,0.2552124634379907,236.0,High Risk
6353,34,Self-Employed,42998.36,511,5000.0,Electronics,9,0,0,1,3.93,UK,2024-09-23,0.1162835047662282,135.6,High Risk
6354,42,Student,17893.75,379,5000.0,Fashion,9,9,1,1,4.94,Germany,2024-07-23,0.2794271742927,226.4,High Risk
6355,50,Salaried,79940.98,684,5000.0,Sports,9,14,1,0,8.97,Canada,2024-07-12,0.0625461434173061,114.4,Medium Risk
6356,24,Student,5766.24,300,2166.52,Electronics,3,12,1,0,5.9,Germany,2023-04-18,0.3757249091262243,264.0,High Risk
6357,25,Salaried,51922.6,563,5000.0,Home,3,3,0,0,4.88,USA,2024-12-02,0.0962971808037348,120.8,Medium Risk
6358,49,Self-Employed,84534.57,694,5000.0,Sports,12,3,0,0,1.3,India,2023-01-24,0.0591473996969523,68.4,Medium Risk
6359,24,Salaried,58559.12,529,5000.0,Fashion,3,8,1,1,4.15,Australia,2024-12-18,0.085383796751044,164.4,High Risk
6360,50,Self-Employed,65813.4,607,100.0,Sports,12,16,1,1,5.43,Australia,2024-08-01,0.0015194474073668,149.2,Medium Risk
6361,19,Student,12689.18,373,5000.0,Electronics,3,5,0,1,9.28,India,2024-10-29,0.3940364940839361,200.8,High Risk
6362,23,Student,6177.02,342,2364.08,Fashion,12,4,0,0,4.9,Germany,2024-11-07,0.3827217655115249,211.2,High Risk
6363,33,Student,15265.61,305,5000.0,Sports,3,14,1,0,2.72,USA,2023-03-11,0.3275335869316719,266.0,High Risk
6364,38,Salaried,68314.89,644,5000.0,Sports,3,4,0,0,6.7,USA,2023-03-26,0.0731904859980013,90.4,Medium Risk
6365,53,Salaried,57438.04,563,5000.0,Sports,9,8,1,0,8.48,Germany,2024-09-14,0.0870503241405869,150.8,Medium Risk
6366,58,Unemployed,6682.38,315,1712.39,Electronics,6,0,0,0,3.08,USA,2024-09-20,0.2562545081243509,214.0,High Risk
6367,50,Unemployed,5705.49,300,1613.8,Electronics,3,11,1,1,5.55,Canada,2023-05-14,0.2828503774434799,262.0,High Risk
6368,42,Salaried,67916.44,606,5000.0,Fashion,9,0,0,0,9.16,Germany,2023-01-12,0.0736198776025362,97.6,Medium Risk
6369,35,Salaried,45832.33,567,5000.0,Fashion,3,2,0,0,7.63,Australia,2023-01-29,0.1090932972423614,117.2,Medium Risk
6370,41,Self-Employed,77934.65,571,5000.0,Electronics,12,19,2,0,9.78,USA,2023-04-05,0.0641563155797838,189.6,Medium Risk
6371,20,Self-Employed,56992.57,491,5000.0,Electronics,3,18,2,1,3.96,Australia,2023-04-04,0.0877307340237508,219.6,High Risk
6372,35,Unemployed,13212.73,345,1917.86,Beauty,12,0,0,0,8.44,Germany,2023-06-13,0.1451524401088949,202.0,High Risk
6373,36,Self-Employed,38148.99,480,5000.0,Electronics,3,10,1,0,7.32,India,2024-07-10,0.1310650688261996,188.0,High Risk
6374,53,Salaried,65406.47,659,5000.0,Electronics,9,3,0,0,5.31,India,2024-10-19,0.0764450367066132,82.4,Medium Risk
6375,55,Unemployed,17668.89,357,100.0,Beauty,3,11,1,1,5.42,India,2023-03-01,0.0056596650949776,239.2,High Risk
6376,29,Self-Employed,78824.37,655,5000.0,Fashion,6,10,1,0,2.97,India,2023-03-20,0.063432159368987,118.0,Medium Risk
6377,21,Salaried,52722.4,539,5000.0,Sports,3,6,1,1,7.2,Australia,2023-02-10,0.0948363503937605,156.4,High Risk
6378,31,Salaried,41732.12,450,5000.0,Beauty,6,12,1,0,6.03,USA,2024-09-09,0.119811790055238,204.0,High Risk
6379,46,Student,24188.86,409,4705.65,Sports,9,9,1,1,2.42,Germany,2023-01-20,0.1945378988509586,214.4,High Risk
6380,55,Self-Employed,40080.28,438,5000.0,Fashion,6,12,1,0,3.85,Canada,2024-12-30,0.1247496274976123,208.8,High Risk
6381,36,Self-Employed,93296.47,717,5000.0,Electronics,3,8,1,0,9.26,UK,2023-06-14,0.0535925957327217,89.2,Low Risk
6382,52,Self-Employed,41724.95,491,5000.0,Beauty,12,13,1,1,1.64,Germany,2023-03-01,0.1198323784689975,189.6,High Risk
6383,20,Student,14005.29,300,4802.96,Fashion,12,25,3,1,6.98,Canada,2023-05-03,0.3429389894818315,330.0,High Risk
6384,22,Salaried,32299.05,427,5000.0,Fashion,9,7,2,0,5.08,Germany,2024-07-19,0.1548033146485732,223.2,High Risk
6385,35,Student,12167.93,334,4400.95,Sports,12,0,0,1,5.01,India,2024-11-01,0.3616843620895255,206.4,High Risk
6386,34,Self-Employed,62637.98,567,5000.0,Home,12,5,1,0,7.79,USA,2024-10-30,0.0798237746491824,143.2,Medium Risk
6387,31,Salaried,37850.13,452,1297.17,Electronics,9,9,1,0,5.0,UK,2023-05-20,0.0342712165057293,197.2,High Risk
6388,33,Salaried,65168.43,708,5000.0,Sports,3,4,0,0,1.23,Australia,2023-06-29,0.0767242666426059,64.80000000000001,Low Risk
6389,40,Unemployed,8321.09,300,2739.28,Sports,6,0,0,0,3.61,USA,2023-01-22,0.3291972566094105,220.0,Medium Risk
6390,43,Student,23465.71,319,5000.0,Electronics,9,10,1,0,2.55,Canada,2024-12-23,0.2130768683325584,252.4,High Risk
6391,51,Student,26442.16,354,5000.0,Fashion,6,7,2,0,6.17,USA,2024-11-27,0.1890919652554859,252.4,High Risk
6392,59,Student,8550.18,300,2744.65,Beauty,12,18,2,1,5.81,USA,2023-06-13,0.3210049379077399,296.0,High Risk
6393,55,Salaried,59109.3,613,5000.0,Sports,12,1,0,0,8.72,USA,2023-05-26,0.0845890578978265,96.8,Medium Risk
6394,40,Student,10766.78,300,5000.0,Home,6,20,3,1,1.79,Australia,2023-05-07,0.4643913964992319,320.0,High Risk
6395,41,Unemployed,8579.67,332,3482.57,Electronics,3,0,0,1,1.23,Australia,2024-09-14,0.4059095512997586,207.2,High Risk
6396,50,Salaried,38642.16,528,5000.0,Fashion,6,4,0,0,8.49,Australia,2023-02-13,0.1293923528084351,136.8,High Risk
6397,43,Student,20409.49,348,5000.0,Fashion,6,17,2,0,8.07,Australia,2024-08-19,0.2449840735853762,274.8,High Risk
6398,52,Unemployed,18171.75,383,5000.0,Electronics,6,6,1,0,4.3,India,2023-06-26,0.2751523656224634,218.8,High Risk
6399,53,Self-Employed,46749.35,388,5000.0,Beauty,12,25,4,0,6.11,India,2024-10-12,0.1069533587098002,314.8,High Risk
6400,20,Self-Employed,53043.61,536,5000.0,Home,3,16,1,1,6.61,USA,2024-12-21,0.0942620609720944,177.60000000000002,High Risk
6401,42,Unemployed,8803.79,373,3618.5,Home,12,3,0,1,7.13,Canada,2023-05-20,0.4110161646290972,196.8,High Risk
6402,40,Student,8799.47,409,2917.0,Sports,12,0,0,1,3.27,UK,2023-03-09,0.3314972379018282,176.4,High Risk
6403,28,Unemployed,5000.0,300,1361.85,Home,9,10,1,0,6.63,USA,2024-10-10,0.27237,260.0,High Risk
6404,33,Self-Employed,29465.52,435,3447.05,Electronics,3,2,0,0,4.1,UK,2024-07-25,0.1169858872336208,170.0,High Risk
6405,30,Salaried,71663.98,660,5000.0,Fashion,3,5,0,0,5.51,India,2024-12-14,0.0697700574263388,86.0,Medium Risk
6406,22,Self-Employed,20097.43,406,5000.0,Beauty,3,4,0,0,6.71,India,2024-12-01,0.2487880291161606,185.6,High Risk
6407,47,Unemployed,9043.9,300,635.82,Electronics,12,0,2,1,4.03,UK,2024-09-19,0.0703037406428642,260.0,High Risk
6408,54,Self-Employed,124038.48,850,5000.0,Beauty,3,12,1,0,8.26,USA,2023-02-27,0.0403100715197412,44.0,Low Risk
6409,27,Unemployed,16715.47,300,2326.72,Home,12,20,4,1,7.26,India,2024-07-28,0.1391956074223458,340.0,High Risk
6410,50,Self-Employed,61806.31,555,5000.0,Sports,9,14,1,0,4.56,Canada,2024-07-19,0.0808978889048707,166.0,Medium Risk
6411,26,Salaried,44956.35,532,5000.0,Beauty,12,0,0,1,1.68,Australia,2024-07-31,0.1112189935348399,127.2,High Risk
6412,51,Salaried,82596.42,647,5000.0,Beauty,6,19,2,0,8.36,Germany,2024-10-25,0.0605353113367383,159.2,Medium Risk
6413,44,Salaried,74839.83,718,5000.0,Beauty,12,2,0,0,3.92,USA,2024-10-13,0.0668093447032148,56.8,Low Risk
6414,47,Self-Employed,72291.23,619,100.0,Fashion,12,10,1,0,8.83,UK,2023-03-20,0.0013832936581657,132.4,Medium Risk
6415,49,Salaried,34198.38,481,5000.0,Home,6,5,0,1,4.15,UK,2023-05-29,0.1462057559451646,157.6,High Risk
6416,57,Student,18066.04,406,607.89,Fashion,9,3,0,0,8.83,Australia,2023-01-29,0.0336482151041401,183.6,High Risk
6417,33,Salaried,44832.18,425,5000.0,Fashion,9,19,4,1,4.56,Australia,2024-07-27,0.1115270325913216,288.0,High Risk
6418,48,Student,21078.28,356,5000.0,Electronics,3,19,1,1,3.42,USA,2023-01-14,0.2372110058315953,255.6,High Risk
6419,30,Salaried,62594.61,567,5000.0,Electronics,9,1,0,0,4.92,India,2024-07-09,0.0798790822404676,115.2,Medium Risk
6420,21,Student,9762.6,328,5000.0,Beauty,6,5,1,1,9.21,Germany,2023-04-29,0.5121586462622661,238.8,High Risk
6421,38,Unemployed,8567.06,361,972.38,Home,6,3,0,0,8.56,Germany,2024-07-14,0.1135021816118948,201.6,High Risk
6422,55,Student,13633.79,358,2349.07,Sports,3,0,0,0,3.58,India,2023-04-15,0.1722976516434535,196.8,High Risk
6423,57,Student,19197.62,419,5000.0,Beauty,9,3,0,0,1.45,Canada,2023-06-27,0.2604489514846111,178.4,High Risk
6424,31,Student,5426.5,300,1652.34,Home,12,20,2,1,1.07,UK,2023-04-11,0.3044946097853128,300.0,High Risk
6425,45,Unemployed,5000.0,300,880.49,Fashion,3,23,2,1,3.95,USA,2024-09-24,0.176098,306.0,High Risk
6426,53,Student,10619.69,306,3275.73,Beauty,3,6,1,1,9.1,India,2024-08-12,0.3084581564998601,249.6,High Risk
6427,22,Self-Employed,19022.33,395,3905.2,Home,3,5,0,1,2.43,Germany,2023-06-25,0.2052955657903106,192.0,High Risk
6428,48,Unemployed,15087.17,359,4526.89,Electronics,3,19,1,1,3.81,India,2023-05-14,0.3000489820158453,254.4,High Risk
6429,27,Salaried,36998.14,388,5000.0,Sports,9,18,2,1,2.01,India,2024-11-01,0.1351419287564185,260.8,High Risk
6430,41,Salaried,64844.55,581,5000.0,Sports,6,9,1,0,8.71,India,2023-05-01,0.0771074824329878,145.60000000000002,Medium Risk
6431,31,Salaried,64020.09,577,5000.0,Fashion,9,22,2,1,1.39,India,2023-03-27,0.0781004837700165,193.2,Medium Risk
6432,43,Unemployed,15205.69,377,4949.5,Sports,9,0,0,1,8.05,USA,2023-03-09,0.3255031504653849,189.2,High Risk
6433,49,Salaried,71630.18,609,5000.0,Beauty,9,8,2,0,1.29,Germany,2024-08-01,0.0698029796937547,152.4,Medium Risk
6434,19,Student,17666.79,300,5000.0,Electronics,12,12,2,0,4.61,Germany,2023-03-19,0.2830168921462246,284.0,High Risk
6435,38,Self-Employed,64850.27,601,5000.0,Beauty,12,0,0,0,8.05,Canada,2023-05-20,0.0771006813078804,99.6,Medium Risk
6436,21,Salaried,27180.76,402,5000.0,Sports,3,13,1,1,9.42,India,2023-05-14,0.1839536495668259,225.2,High Risk
6437,42,Salaried,75288.35,694,5000.0,Home,3,0,0,0,3.43,Germany,2023-06-21,0.0664113372121981,62.400000000000006,Medium Risk
6438,40,Salaried,27513.52,398,412.59,Fashion,6,13,1,0,6.8,Canada,2023-02-26,0.0149959001974302,226.8,High Risk
6439,28,Salaried,17423.96,300,547.93,Electronics,9,16,3,1,1.85,UK,2024-10-03,0.0314469271049749,312.0,High Risk
6440,54,Salaried,94495.04,791,5000.0,Beauty,9,1,0,0,6.32,India,2023-04-21,0.0529128301337297,25.6,Low Risk
6441,40,Self-Employed,63698.56,618,5000.0,Sports,6,9,2,0,3.33,India,2023-06-28,0.0784947100844979,150.8,Medium Risk
6442,30,Unemployed,7905.84,300,2949.72,Beauty,9,12,3,1,5.94,India,2024-10-18,0.3731064630703378,304.0,High Risk
6443,49,Self-Employed,19244.32,359,4777.33,Electronics,6,0,0,0,1.05,Germany,2024-12-14,0.2482462357724253,196.4,High Risk
6444,23,Self-Employed,59316.89,607,5000.0,Home,6,19,1,0,4.96,India,2024-11-16,0.0842930234541966,155.2,Medium Risk
6445,41,Salaried,89896.04,684,5000.0,Home,6,19,1,1,3.63,UK,2024-08-17,0.0556198026075453,124.4,Medium Risk
6446,48,Student,15568.26,381,4625.52,Beauty,6,0,0,1,3.41,UK,2024-10-05,0.2971122013635435,187.6,High Risk
6447,48,Self-Employed,25494.15,415,5000.0,Beauty,9,9,2,0,3.79,USA,2024-08-20,0.1961234243934392,232.0,High Risk
6448,23,Salaried,32214.9,374,5000.0,Fashion,3,17,2,1,6.69,India,2023-02-23,0.1552076834011591,264.4,High Risk
6449,51,Salaried,56503.9,555,5000.0,Sports,6,2,0,0,8.44,Germany,2023-02-18,0.0884894670987312,122.0,Medium Risk
6450,25,Self-Employed,43526.14,474,5000.0,Home,6,6,1,0,4.37,Canada,2024-07-01,0.1148734990054252,182.4,High Risk
6451,39,Student,5000.0,300,1582.16,Beauty,6,9,2,0,8.56,Germany,2023-02-27,0.316432,278.0,High Risk
6452,21,Unemployed,8223.82,300,3001.53,Sports,6,14,2,1,3.79,UK,2024-10-23,0.3649800214498858,288.0,High Risk
6453,33,Unemployed,16526.18,393,5000.0,Electronics,6,0,0,1,4.98,USA,2024-07-02,0.3025502566231277,182.8,High Risk
6454,47,Salaried,48917.92,532,5000.0,Sports,9,4,2,0,1.77,India,2023-04-03,0.1022120319097786,175.2,High Risk
6455,59,Student,24439.0,331,5000.0,Fashion,3,13,1,0,1.73,Australia,2024-11-15,0.2045910225459306,253.6,High Risk
6456,35,Self-Employed,98559.53,784,5000.0,Sports,6,19,1,0,6.03,Germany,2023-05-14,0.0507307613987201,84.4,Low Risk
6457,28,Self-Employed,46623.1,515,5000.0,Beauty,9,7,1,0,5.81,UK,2024-09-24,0.1072429761212789,168.0,High Risk
6458,19,Unemployed,7356.7,300,2150.75,Beauty,6,9,1,1,6.41,Germany,2023-01-11,0.2923525493767586,258.0,Medium Risk
6459,54,Self-Employed,97822.81,704,100.0,Electronics,3,24,4,0,2.71,UK,2024-12-19,0.0010222564655421,186.4,Low Risk
6460,44,Salaried,45430.7,486,5000.0,Sports,3,13,1,1,9.32,USA,2023-02-11,0.1100577362884569,191.6,High Risk
6461,44,Self-Employed,91214.44,718,5000.0,Beauty,9,18,1,0,4.2,India,2024-12-13,0.0548158822221569,108.8,Low Risk
6462,41,Salaried,81794.3,722,5000.0,Electronics,3,10,1,0,1.08,UK,2024-11-30,0.0611289539735653,91.2,Low Risk
6463,45,Unemployed,9219.85,320,3071.86,Beauty,12,0,0,0,4.98,Germany,2024-10-04,0.3331789562736921,212.0,High Risk
6464,40,Salaried,53372.07,500,5000.0,Home,3,6,2,0,7.38,UK,2023-04-22,0.0936819576231538,192.0,High Risk
6465,43,Salaried,77679.0,703,5000.0,Electronics,6,23,1,0,1.31,India,2024-09-03,0.0643674609611349,124.8,Low Risk
6466,46,Salaried,81418.77,704,5000.0,Beauty,6,0,0,0,8.96,Canada,2024-10-14,0.0614109007050831,58.400000000000006,Low Risk
6467,51,Unemployed,19325.67,300,5000.0,Beauty,3,8,1,1,4.67,India,2023-05-02,0.258723242195484,256.0,Medium Risk
6468,56,Student,18430.73,339,5000.0,Electronics,3,19,2,0,9.22,India,2023-06-10,0.2712860532382602,282.4,High Risk
6469,59,Student,20652.3,370,5000.0,Sports,9,13,1,1,7.43,USA,2024-07-10,0.2421037850505754,238.0,High Risk
6470,45,Salaried,63955.21,590,5000.0,Sports,12,16,2,0,3.51,Australia,2023-04-05,0.0781797135839285,176.0,Medium Risk
6471,41,Student,34335.97,478,3673.83,Sports,3,1,0,1,2.07,India,2023-02-19,0.106996540362774,150.8,High Risk
6472,44,Student,15088.92,393,3900.05,Fashion,12,2,0,0,9.91,Australia,2023-02-26,0.2584711165543988,186.8,High Risk
6473,32,Salaried,52301.72,586,2269.64,Home,3,0,0,0,2.03,USA,2024-10-03,0.0433951311735063,105.6,Medium Risk
6474,46,Salaried,59178.96,601,3486.58,Home,3,1,0,0,2.8,Canada,2024-09-09,0.0589158714516105,101.6,Medium Risk
6475,24,Salaried,36619.12,508,5000.0,Sports,3,3,0,0,6.54,UK,2024-10-26,0.1365406924033128,142.8,High Risk
6476,23,Unemployed,5000.0,300,1327.63,Beauty,12,11,3,1,7.1,Canada,2023-06-25,0.265526,302.0,High Risk
6477,40,Unemployed,16296.29,373,545.49,Fashion,3,0,0,1,3.21,Australia,2024-12-07,0.0334732629328515,190.8,High Risk
6478,48,Salaried,49250.54,537,5000.0,Fashion,3,7,1,0,9.32,Germany,2023-03-20,0.1015217295079404,159.2,High Risk
6479,41,Unemployed,9660.35,300,4500.9,Electronics,3,18,2,0,2.96,Germany,2024-07-08,0.4659147960477622,296.0,High Risk
6480,25,Unemployed,14362.55,384,5000.0,Sports,9,0,0,0,5.82,Canada,2024-11-28,0.3481275957263856,186.4,High Risk
6481,24,Student,8138.23,355,4226.76,Electronics,9,0,1,0,9.01,Germany,2024-07-31,0.519370919720873,218.0,High Risk
6482,51,Unemployed,10216.0,300,3728.4,Electronics,12,20,3,1,2.15,USA,2023-03-11,0.3649569303054032,320.0,High Risk
6483,40,Self-Employed,39131.27,440,4027.46,Beauty,12,18,3,1,5.09,UK,2024-08-16,0.1029217809695417,260.0,High Risk
6484,35,Salaried,67869.25,648,5000.0,Beauty,6,0,0,0,7.2,Germany,2023-04-15,0.0736710660571613,80.80000000000001,Medium Risk
6485,47,Student,18547.42,476,3456.58,Fashion,3,3,0,1,4.32,USA,2023-02-02,0.1863644647072207,155.6,High Risk
6486,43,Self-Employed,54668.98,543,5000.0,Home,3,13,1,0,5.61,Germany,2023-02-13,0.0914595443339165,168.8,High Risk
6487,21,Self-Employed,26814.05,366,5000.0,Fashion,12,15,2,1,1.4,Australia,2024-08-25,0.1864694068967574,263.6,High Risk
6488,26,Student,13774.18,300,4545.05,Sports,9,12,2,1,8.28,Canada,2024-12-06,0.3299688257304609,284.0,High Risk
6489,43,Salaried,76338.14,669,5000.0,Sports,3,1,0,0,3.72,Germany,2023-04-14,0.0654980590305187,74.4,Medium Risk
6490,38,Salaried,60646.56,604,5000.0,Electronics,9,0,0,0,6.34,Australia,2023-06-05,0.082444907015336,98.4,Medium Risk
6491,22,Student,5000.0,300,2184.76,Fashion,3,17,2,1,4.74,Germany,2023-04-26,0.436952,294.0,High Risk
6492,21,Self-Employed,49485.92,463,5000.0,Electronics,3,22,2,1,7.94,USA,2024-07-16,0.1010388409470815,238.8,High Risk
6493,46,Unemployed,14738.74,447,100.0,Electronics,6,1,0,1,7.65,Canada,2023-02-20,0.0067848404951847,163.20000000000002,High Risk
6494,58,Unemployed,7339.27,324,1744.63,Sports,9,2,0,0,8.25,USA,2023-02-14,0.2377116525212998,214.4,High Risk
6495,37,Salaried,55837.46,526,5000.0,Electronics,9,18,2,1,5.6,Germany,2024-12-28,0.0895456204490677,205.6,High Risk
6496,38,Salaried,18890.88,395,5000.0,Fashion,9,2,0,1,9.64,Australia,2024-07-20,0.2646779821797608,186.0,High Risk
6497,18,Salaried,44947.41,535,100.0,Home,6,5,0,0,6.91,India,2023-01-16,0.002224822297881,136.0,High Risk
6498,43,Salaried,71850.83,628,100.0,Fashion,6,0,0,0,1.23,UK,2024-11-23,0.0013917723706184,88.80000000000001,Medium Risk
6499,40,Unemployed,5297.42,300,1682.37,Fashion,3,12,2,1,5.58,India,2023-01-22,0.3175828988450981,284.0,High Risk
6500,43,Salaried,80134.44,664,5000.0,Beauty,6,0,0,0,4.78,India,2023-04-29,0.0623951449588965,74.4,Medium Risk
6501,55,Student,11007.89,327,5000.0,Sports,6,12,1,0,7.88,India,2024-11-05,0.4542196551746066,253.2,High Risk
6502,23,Salaried,34528.26,492,3879.98,Sports,12,0,0,0,5.1,Germany,2024-08-19,0.1123711417835709,143.20000000000002,High Risk
6503,21,Student,19350.65,375,4270.24,Home,12,15,2,1,5.07,Canada,2024-12-12,0.2206768248095025,260.0,High Risk
6504,26,Self-Employed,73885.03,656,5000.0,Fashion,3,1,0,0,3.97,India,2023-01-19,0.0676727071776244,79.60000000000001,Medium Risk
6505,59,Unemployed,13116.54,380,2206.05,Home,12,7,1,0,1.55,Canada,2024-12-09,0.168188409443344,222.0,High Risk
6506,28,Self-Employed,57274.65,499,5000.0,Sports,3,7,2,0,6.78,Germany,2023-06-07,0.0872986565609741,194.4,High Risk
6507,25,Student,16301.15,303,5000.0,Beauty,9,8,3,0,6.26,India,2023-06-24,0.306726826021477,294.8,High Risk
6508,59,Self-Employed,59880.28,629,5000.0,Electronics,6,15,1,0,7.55,India,2023-01-19,0.0834999435540381,138.4,Medium Risk
6509,44,Student,21914.22,382,1111.93,Sports,12,9,1,1,5.25,India,2024-08-23,0.0507401130407561,225.2,High Risk
6510,55,Unemployed,17606.94,413,5000.0,Beauty,3,1,0,0,4.21,UK,2023-04-08,0.2839789310351486,176.8,High Risk
6511,22,Unemployed,8046.69,355,2639.1,Electronics,6,16,1,0,9.62,USA,2023-03-28,0.3279733654459162,250.0,High Risk
6512,35,Self-Employed,67760.12,558,5000.0,Beauty,9,5,1,0,7.33,Canada,2024-10-04,0.0737897158387559,146.8,Medium Risk
6513,44,Salaried,82355.83,684,5000.0,Home,12,4,1,0,6.99,Canada,2024-07-19,0.0607121560185842,94.4,Medium Risk
6514,26,Unemployed,5188.65,300,2188.92,Electronics,6,12,1,0,5.64,Australia,2024-11-12,0.4218669596137724,264.0,High Risk
6515,45,Salaried,45834.07,557,5000.0,Fashion,9,3,0,0,9.88,Canada,2023-06-16,0.1090891557306606,123.2,Medium Risk
6516,24,Unemployed,6706.08,300,370.39,Sports,3,20,1,1,2.34,UK,2024-12-24,0.0552319686016271,280.0,High Risk
6517,51,Self-Employed,57949.31,551,5000.0,Sports,9,12,1,0,4.35,Australia,2024-09-16,0.0862823043104396,163.60000000000002,Medium Risk
6518,46,Unemployed,18557.23,304,5000.0,Sports,12,19,3,1,2.17,Canada,2024-08-12,0.2694367639997995,316.4,High Risk
6519,20,Self-Employed,37227.2,447,5000.0,Beauty,9,11,1,1,4.17,Australia,2023-01-27,0.1343103966991877,203.2,High Risk
6520,35,Unemployed,7388.35,300,3193.89,Sports,9,7,1,1,1.35,Australia,2024-07-14,0.4322873171953142,254.0,Medium Risk
6521,51,Unemployed,6561.35,300,1706.39,Electronics,12,12,2,0,5.12,UK,2024-10-09,0.2600669069627439,284.0,High Risk
6522,32,Salaried,34670.63,493,5000.0,Sports,9,3,0,0,6.55,UK,2023-01-10,0.1442142816556837,148.8,High Risk
6523,51,Self-Employed,25810.99,374,5000.0,Electronics,3,9,1,1,1.69,UK,2023-03-13,0.1937159326317975,228.4,High Risk
6524,59,Salaried,68797.48,634,5000.0,Sports,9,0,0,0,6.55,Germany,2023-01-07,0.0726770806139992,86.4,Medium Risk
6525,27,Salaried,43384.51,541,5000.0,Home,6,10,1,1,5.53,Germany,2023-03-29,0.1152485068979688,163.60000000000002,High Risk
6526,53,Salaried,35862.37,422,5000.0,Beauty,3,4,2,0,3.91,Canada,2023-02-25,0.1394219065834187,219.2,High Risk
6527,49,Self-Employed,45150.9,406,2723.6,Fashion,9,19,2,1,7.25,Germany,2023-05-20,0.0603221641207594,255.6,High Risk
6528,52,Student,19797.0,410,1154.96,Sports,6,4,0,0,1.99,Canada,2023-03-13,0.0583401525483659,184.0,High Risk
6529,33,Self-Employed,80503.54,666,5000.0,Home,12,13,2,0,1.81,Australia,2024-07-05,0.0621090699862391,139.60000000000002,Medium Risk
6530,52,Unemployed,9823.74,300,357.45,Home,6,16,3,1,4.91,India,2024-07-24,0.036386345729834,312.0,High Risk
6531,42,Unemployed,12215.97,337,4443.65,Sports,9,6,0,0,9.0,Australia,2024-10-07,0.3637574421024282,217.2,High Risk
6532,44,Unemployed,18741.48,422,5000.0,Fashion,12,2,0,1,3.49,UK,2024-08-23,0.2667878950861938,175.20000000000002,High Risk
6533,50,Salaried,47937.78,519,5000.0,Sports,3,17,1,1,4.95,Germany,2024-11-03,0.1043018679630137,186.4,High Risk
6534,20,Student,8680.45,312,4494.93,Sports,6,15,1,0,9.79,Germany,2024-09-27,0.5178222327183498,265.20000000000005,High Risk
6535,27,Unemployed,11597.59,300,2897.79,Sports,6,20,4,1,1.59,USA,2023-02-23,0.2498613936171221,340.0,High Risk
6536,48,Student,17904.97,327,5000.0,Sports,6,16,2,0,1.04,Germany,2023-01-28,0.2792520735862724,281.20000000000005,High Risk
6537,55,Salaried,59810.39,592,5000.0,Home,9,3,0,0,3.68,Germany,2024-10-10,0.0835975154149638,109.2,Medium Risk
